Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
8142869443,"Nov 20, 2022, 6:09:58 AM",Freddo all'alba sui Berici,Ride,"",10868,44.01,187.0,331,false,"",Kross Vento 5.0,activities/8142869443.gpx,,9.75,10868.0,9818.0,44012.859375,17.0,4.482874393463135,1081.227294921875,1080.530029296875,76.4000015258789,565.9000244140625,42.973968505859375,0.00159044424071908,,,,,,157.81007385253906,,,,,,331.0,,,,,,3.0,,,,,0.0,81.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,4.0497660636901855,5141.5,,,,,,,,,,,,media/58ac986d-6525-40d2-9d95-252e2f70fc6b.jpg
8173001390,"Nov 26, 2022, 9:23:36 PM",Indoor: 173bpm 1 hour average,Ride,37.56 km,4373,0,192.0,185,false,"",,activities/8173001390.gpx,,,4373.0,4373.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,165.3832550048828,,,,,,185.0,,,,,,8.0,,,,,0.0,188.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8201512977,"Dec 3, 2022, 11:00:56 AM",Tra pioggia e vento in FVG🌧,Ride,"",5294,23.78,196.0,197,false,,Kross Vento 5.0,activities/8201512977.gpx,,9.75,5294.0,4767.0,23780.259765625,16.388086318969727,4.988516807556152,572.7588500976562,572.7589721679688,98.30000305175781,595.0,28.097074508666992,0.0,,,,,,163.47142028808594,,130.02536010742188,691.1095581054688,,,197.0,,,,,,2.0,,,,,0.0,22.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,4.491926670074463,0.0,,,,,,,,,,,,media/3ab7d0c6-95d5-4410-a90d-ec7ccae50d0f.mp4
8206225214,"Dec 4, 2022, 11:59:48 AM",Telethon run,Run,,3585,8.55,197.0,208,false,,,activities/8206225214.gpx,,,3585.0,3527.0,8550.080078125,4.685937404632568,2.4241793155670166,41.98957443237305,41.98957443237305,108.19999694824219,115.30000305175781,14.097724914550781,0.0,,,,,,177.37997436523438,,,667.2002563476562,,,208.0,,,,,,7.0,,,,,0.0,112.0,0.0,,1.0,8633.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3849594593048096,1572.5999755859375,,,,,,,,,,,,""
8295358994,"Dec 26, 2022, 9:56:37 PM",Indoor: 26.11 km,Ride,"",4200,0,190.0,95,false,"",Kross Vento 5.0,activities/8295358994.gpx,,,4200.0,4200.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,146.4521484375,,,,,,95.0,,,,,,4.0,,,,,0.0,46.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8316491614,"Dec 31, 2022, 10:44:37 AM",Per chiudere l'anno ,Ride,,12437,68.50,192.0,270,false,,Kross Vento 5.0,activities/8316491614.gpx,,9.75,12437.0,11207.0,68502.0078125,16.346094131469727,6.112430572509766,439.5088195800781,439.3088073730469,12.800000190734863,285.1000061035156,26.594398498535156,0.0002919622347690165,,,,,,150.58203125,,90.85066223144531,1135.252197265625,,,270.0,,,,,,7.0,,,,,0.0,358.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.507920742034912,0.0,,,,,,,,,,,,""
8384276018,"Jan 13, 2023, 7:53:44 AM",Allenamento #1,Ride,"",10564,58.38,184.0,225,false,,Kross Vento 5.0,activities/8384276018.gpx,,9.75,10564.0,10210.0,58381.33984375,17.256250381469727,5.71805477142334,556.826416015625,556.8259887695312,11.899999618530273,283.6000061035156,17.0877628326416,0.0,,,,,,148.56771850585938,,93.23853302001953,1061.4410400390625,,,225.0,,,,,,3.0,,,,,0.0,85.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.526442527770996,0.0,,,,,,,,,,,,media/1f42d0dd-c915-4801-a9d2-dbd040516fe4.jpg
8430435426,"Jan 21, 2023, 9:45:49 PM",30km indoor,Ride,691kcal,4423,0,188.0,72,false,"",Kross Vento 5.0,activities/8430435426.gpx,,,4423.0,4423.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,141.87701416015625,,,,,,72.0,,,,,,1.0,,,,,0.0,9.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8507637150,"Feb 5, 2023, 7:07:40 AM",Chill & a torn wrist ,Ride,"",7690,36.90,188.0,157,false,"",Kross Vento 5.0,activities/8507637150.gpx,,9.75,7690.0,6315.0,36901.78125,14.533984184265137,5.843512535095215,317.99560546875,323.7959899902344,9.5,283.6000061035156,19.933670043945312,-0.01571739837527275,,,,,,152.115234375,,93.73099517822266,659.9810791015625,,,157.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,4.798671245574951,0.0,,,,,,,,,,,,media/2574d7e0-b59a-4219-a527-b873ea72da35.mp4
8589379650,"Feb 19, 2023, 4:13:57 PM",45 km indoor ride,Ride,Average cadence: 86 rpm,6913,45.00,,,false,"",,,,,6913.0,6913.0,45000.0,,6.509474754333496,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.509474754333496,0.0,,,,,,,,,,,,""
8600930545,"Feb 21, 2023, 8:01:55 PM",40 km indoor ride,Ride,"Average cadence: 88 rpm
Average speed: 22.98 km/h",6264,0,185.0,90,false,"",,activities/8600930545.gpx,,,6264.0,6264.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,139.21392822265625,,,,,,90.0,,,,,,5.0,,,,,0.0,113.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,media/31f4723c-4ef0-44c6-9118-5ad195b7a491.jpg
8611736973,"Feb 23, 2023, 8:23:14 PM",45 km indoor ride,Ride,"Ripetute 6x2' @ 95%.
Average speed: 22.67 km/h",7143,0,184.0,128,false,"",,activities/8611736973.gpx,,,7143.0,7143.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,143.89051818847656,,,,,,128.0,,,,,,4.0,,,,,0.0,79.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8657689132,"Mar 4, 2023, 10:06:35 AM",Back on the road,Ride,"",6506,49.12,192.0,296,false,"",Kross Vento 5.0,activities/9293279157.fit.gz,,9.75,6506.0,6506.0,49127.5390625,11.147656440734863,7.551112651824951,74.0,76.0,16.799999237060547,41.20000076293945,8.565962791442871,0.02442622184753418,,,92.0,65.53604888916016,,167.97044372558594,,114.3475341796875,1776.0,,19.0,296.0,,,,,,5.0,,,,,0.0,117.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,7.551112651824951,1374.300048828125,,,,,,,,,,,,""
8677565336,"Mar 7, 2023, 7:50:37 PM",30 km indoor ride,Ride,"Average cadence: 84 rpm
Average speed: 21.27 km/h",5077,0,165.0,54,false,"",,activities/8677565336.gpx,,,5077.0,5077.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,133.17608642578125,,,,,,54.0,,,,,,2.0,,,,,0.0,23.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8686239145,"Mar 9, 2023, 9:50:25 AM",Caldo e vento sugli Euganei🔥🌬,Ride,"",15036,76.52,189.0,355,false,"",Kross Vento 5.0,activities/9323764869.fit.gz,,9.75,15036.0,13143.0,76525.84375,17.07421875,5.822555065155029,836.0,872.0,10.0,287.20001220703125,44.88078689575195,0.004965644329786301,,,106.0,61.99571228027344,,153.9201202392578,,106.10369110107422,3120.0,,23.0,355.0,,,,,,6.0,,,,,0.0,346.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.089508056640625,435.79998779296875,,,,,,,,,,,,media/481b895a-8c8e-43e3-ba89-e828b91ed7a8.jpg|media/28d7cfe8-49d8-4160-bdc4-9114d45459a9.jpg
8724490156,"Mar 16, 2023, 9:09:02 AM",Long Ride di Marzo,Ride,"",22015,117.45,191.0,520,false,,Kross Vento 5.0,activities/9364127943.fit.gz,,9.800000190734863,22015.0,19168.0,117451.6015625,16.3369140625,6.127483367919922,858.0,881.0,5.599999904632568,361.6000061035156,40.34006881713867,0.006300467066466808,,,120.0,66.54203796386719,,153.81439208984375,,100.3036117553711,4556.0,,18.0,520.0,,,,,,9.0,,,,,0.0,958.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.335071563720703,0.0,,,,,,,,,,,,media/9f7e4d53-0b7b-42fb-84d8-a21f6f58c56e.jpg
8740172544,"Mar 19, 2023, 8:49:13 AM",Azzardando ghiaini a Teolo,Ride,"",7886,51.35,186.0,205,false,"",Kross Vento 5.0,activities/9380658757.fit.gz,,9.800000190734863,7886.0,7666.0,51354.12890625,13.723437309265137,6.698946952819824,380.0,381.0,10.199999809265137,216.60000610351562,35.19613265991211,0.005062884651124477,,,107.0,66.93232727050781,,152.69908142089844,,117.7554702758789,1799.0,,17.0,205.0,,,,,,2.0,,,,,0.0,36.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,6.512063026428223,1290.0,,,,,,,,,,,,media/b599e9fc-7b9c-4ecf-8cd2-27cbd6afb332.jpg
8757652164,"Mar 22, 2023, 8:35:51 AM",Ultima in Veneto,Ride,Monte Madonza,11138,60.47,183.0,273,false,,Kross Vento 5.0,activities/9399007407.fit.gz,,9.800000190734863,11138.0,10088.0,60470.328125,13.758203506469727,5.994283199310303,689.0,708.0,16.0,523.2000122070312,47.23090744018555,0.013560370542109013,,,96.0,62.92781448364258,,151.8817901611328,,116.40068817138672,2341.0,,24.0,273.0,,,,,,3.0,,,,,0.0,84.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.4291911125183105,3.700000047683716,,,,,,,,,,,,media/78dd58f4-dbe5-4cbe-aa40-8c8860e0bf0c.jpg
8855047174,"Apr 8, 2023, 12:37:40 PM",Monte Berico di Sabato Santo,Ride,"",12048,76.43,197.0,345,false,"",Kross Vento 5.0,activities/9501575839.fit.gz,,9.800000190734863,12048.0,11319.0,76429.40625,15.026562690734863,6.752310752868652,371.0,389.0,14.399999618530273,164.39999389648438,21.157024383544922,-0.009158778004348278,,,102.0,68.95089721679688,,156.8437042236328,,105.64791107177734,2779.0,,20.0,345.0,,,,,,7.0,,,,,,361.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,6.343742370605469,988.0,,,,,,,,,,,,""
8896434146,"Apr 15, 2023, 9:25:15 AM",Como in chill🚵‍♂️,Ride,"",29223,105.72,187.0,530,false,"",Kross Vento 5.0,activities/9545958229.fit.gz,,9.800000190734863,29223.0,17567.0,105721.0703125,16.368749618530273,6.018163204193115,935.0,918.0,37.400001525878906,540.0,44.68174362182617,0.0,,,117.0,63.87908935546875,,156.16677856445312,,101.26704406738281,4255.0,,20.0,530.0,,,,,,4.0,,,,,0.0,195.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,3.6177351474761963,707.7000122070312,,,,,,,,,,,,media/1b9d6381-44df-41ca-be57-79d37e094a11.jpg|media/89b3b3da-ee60-456d-a9cd-6d44dbf8c3a7.jpg|media/1fc539d6-1105-4cbb-b912-3c279605c473.jpg
9062693258,"May 13, 2023, 10:03:39 AM",Recharging🔋,Ride,"Dopo un mese in officina, un po' di sole e senza una destinazione ",3451,18.43,183.0,70,false,"",Kross Vento 5.0,activities/9722381796.fit.gz,,9.800000190734863,3451.0,3041.0,18438.759765625,11.783984184265137,6.063386917114258,8.0,13.0,115.4000015258789,134.39999389648438,6.825891017913818,0.02060873620212078,,,91.0,66.90618896484375,,150.05516052246094,,90.56210327148438,682.0,,22.0,70.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.343019485473633,599.5,,,,,,,,,,,,media/bebaec15-6001-42be-9956-dd312b2b23ba.jpg
9107348366,"May 20, 2023, 11:38:04 AM",Afternoon Ride in the rain🌧,Ride,"",12081,51.03,175.0,99,false,"",Kross Vento 5.0,activities/9769702970.fit.gz,,9.800000190734863,12081.0,8955.0,51036.12109375,10.530004501342773,5.699175834655762,59.0,66.0,48.79999923706055,81.19999694824219,45.55666732788086,0.008229459635913372,,,94.0,61.295684814453125,,133.98989868164062,,77.59024810791016,1665.0,,17.0,99.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,4.224494934082031,559.2999877929688,,,,,,,,,,,,media/8c02e6bb-8c1f-4b12-8f20-699b3e656501.mp4
9114175413,"May 21, 2023, 8:42:21 AM",Peccato per il Giro ma bella per prof. Mazzari,Ride,"",25031,106.88,175.0,248,false,,Kross Vento 5.0,activities/9776976940.fit.gz,,9.800000190734863,25031.0,18145.0,106882.2109375,11.885937690734863,5.890449523925781,175.0,181.0,128.0,164.0,32.36851501464844,0.008981841616332531,,,104.0,59.010921478271484,,140.41725158691406,,81.32703399658203,3660.0,,26.0,248.0,,,,,,2.0,,,,,0.0,85.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,4.269993782043457,2363.199951171875,,,,,,,,,,,,media/bcedbc28-ba97-45b8-8e25-95a6af19b728.jpg|media/6eeee661-5e74-4403-a278-ba8f02ecba03.jpg|media/50d3c0db-7136-4978-9c2a-7153f764f0bd.jpg
9156802196,"May 28, 2023, 11:20:46 AM",Milano e la sua pellicola di smog,Ride,"",7100,40.56,184.0,210,false,"",Kross Vento 5.0,activities/9824696756.fit.gz,,9.800000190734863,7100.0,6265.0,40559.19140625,10.517969131469727,6.473933219909668,49.0,47.0,110.19999694824219,134.8000030517578,12.609284400939941,0.031558822840452194,,,93.0,61.332969665527344,,159.41030883789062,,97.21693420410156,1559.0,,34.0,210.0,,,,,,4.0,,,,,0.0,69.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.712562084197998,675.9000244140625,,,,,,,,,,,,media/e0660236-2ab1-4daf-ba1d-2fdc1a68d023.jpg|media/b9860047-8b31-4116-ac38-ba9bfa010e6b.jpg
9188892754,"Jun 2, 2023, 10:58:55 AM",Il pavese come la bassa veronese,Ride,Piste ciclabili tra i campi per 50km,16137,90.01,187.0,406,false,"",Kross Vento 5.0,activities/9858640064.fit.gz,,9.800000190734863,16137.0,13203.0,90009.953125,11.326171875,6.817386627197266,136.0,109.0,73.5999984741211,139.0,28.100988388061523,0.01777581125497818,,,96.0,67.2357406616211,,157.09474182128906,,100.52515411376953,3221.0,,36.0,406.0,,,,,,4.0,,,,,0.0,146.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,5.577861785888672,57.900001525878906,,,,,,,,,,,,media/22a60e6b-91a3-45f5-86b6-d161b675b003.mp4|media/90aebbb9-405a-4ef6-9411-989e731a9406.jpg
9240213551,"Jun 10, 2023, 3:02:49 PM",Attorno a San Siro prima della UCL,Ride,"",5424,36.61,186.0,219,false,"",Kross Vento 5.0,activities/9912835482.fit.gz,,9.800000190734863,5424.0,5046.0,36614.5,12.019922256469727,7.256143569946289,36.0,41.0,149.39999389648438,161.8000030517578,16.4339599609375,0.007647251710295677,,,93.0,67.02055358886719,,166.18783569335938,,115.44548797607422,1351.0,,29.0,219.0,,,,,,2.0,,,,,,23.0,0.0,,1.0,,,,,,,,,,,,,,,,11685373.0,,,,,,,,,,,0.0,6.750461101531982,0.0,,,,,,,,,,,,""
9376555421,"Jul 1, 2023, 10:15:11 AM",Day 1: Verso Asti,Ride,"",23489,135.12,178.0,380,false,"",Kross Vento 5.0,activities/10057687651.fit.gz,,9.800000190734863,23489.0,21619.0,135119.46875,16.46000099182129,6.250033378601074,573.0,543.0,-33.400001525878906,128.0,49.2634391784668,0.0380404107272625,,,96.0,64.07833099365234,,149.63975524902344,,89.1670150756836,4903.0,,33.0,380.0,,,,,,3.0,,,,,0.0,180.0,0.0,,1.0,,1688205568.0,2.0,23.209999084472656,24.049999237060547,17.520000457763672,0.699999988079071,1009.0,0.949999988079071,3.0299999713897705,206.0,0.0,1688182784.0,1688238976.0,0.375,11685373.0,,0.699999988079071,5.0,0.4300000071525574,28541.7109375,6.0,,,,,0.0,5.752457141876221,680.5,,,,,,,,,,,,media/c57a75d2-79d8-41bb-95c1-7aa0e4688cc0.jpg|media/42c84551-0553-43bc-8b7b-c6afc06bbacb.jpg
